###INFO###
###INFO###			Ä --> \
###INFO###			Ö --> |
###INFO###			Ü --> @
###INFO###			ä --> ^
###INFO###			ö --> `
###INFO###			ü --> _
###INFO###			ß --> ;
###INFO###
###INFO###			\n --> Absatz
###INFO###

###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Basic dialog strings																																													###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

dialog_new															Neu
objective_w_press													Hydraulikpresse

objective_landclearance												Industrie: Arbeit St^mmen
objective_landclearance_description									Eine naheliegende S^gem_hle braucht mehr Holzst^mme. F^lle einige B^ume und lass die Reste in dein Lager bringen.
objective_lc_logs													Habe 50 St^mme im Lager

objective_licenseplates												Herausforderung: Nummernschilder
objective_licenseplates_description									Produziere an einem Tag eine bestimmte Anzahl von Nummernschilder, um eine Belohnung zu erhalten
objective_lp1_req													50 Nummernschilder
objective_lp2_req													100 Nummernschilder
objective_lp3_req													250 Nummernschilder


###INFO### ===============================================================================================================================================================================================================  ###INFO###
###INFO### 			Supreme Grants Collection Mod (DarkBBurning) (04/01/2014 - Änderung I)																																	###INFO###
###INFO### ===============================================================================================================================================================================================================  ###INFO###

objective_Grant_Cell_Block_B										Vertrag: Zellenblock B
objective_Grant_Cell_Block_B_description							Zellenblock A ist fertiggestellt! Einige der Insassen wurden bereits in den neuen Block transferiert, aber es kommen noch mehr Gefangene. Wir brauchen einen weiteren Zellenblock!
objective_Grant_Cell_Block_B_cells									Erh`he deine Kapazit^t auf 32

objective_Grant_Cell_Block_C										Vertrag: Zellenblock C
objective_Grant_Cell_Block_C_description							Wir haben eine Nachricht von der Gefangenen-Verwaltung bekommen. In der Nachricht steht: "[...] Neue Gefangene werden morgen in ihrem Gef^ngnis ankommen [...]". Unser aktueller Zellenblock ist allerdings voll. Zeit für Zellenblock C!
objective_Grant_Cell_Block_C_cells									Erh`he deine Kapazit^t auf 48

objective_Grant_Cell_Block_D										Vertrag: Zellenblock D
objective_Grant_Cell_Block_D_description							Im letzen Jahr ist die Kriminalitätsrate stark gestiegen. Um mit diesem Zuwachs mitzuhalten, wurden bereits viele Gef^ngnisse ausgebaut. Es ist Zeit, dass auch wir damit beginnen.
objective_Grant_Cell_Block_D_cells									Erh`he deine Kapazit^t auf 32

objective_Grant_Cell_Block_E										Vertrag: Zellenblock E
objective_Grant_Cell_Block_E_description							Wegen der wirtschaftlichen Kriese brauchen wir mehr Gefangene. Schlie;lich bekommen wir dadurch auch mehr Gelder vom Bund. Lasst uns einen neuen Zellenblock bauen und ihn mit Gefangenen f_llen
objective_Grant_Cell_Block_E_cells									Erh`he deine Kapazit^t auf 80

objective_Grant_Work_Leads_To_Money									Vertrag: Geld f_r Arbeit
objective_Grant_Work_Leads_To_Money_description						Wir brauchen Geld und die Gefangenen liegen mit einem Strohhalm im Mund auf dem Hof und entspannen. Daran m_ssen wir etwas ^ndern! Ab sofort sollen die selber Hand mit anlegen, allerdings brauchen wir erst die Zustimmung der Ministerien daf_r.
objective_Grant_Work_Leads_To_Money_Research						Schalte "Zwangsarbeit" frei

objective_Grant_Workers_Need_A_Place_To_Work						Subvention: Ein Platz zum Arbeiten
objective_Grant_Workers_Need_A_Place_To_Work_description			Wir haben bereits Erlaubnis Gefangene zur Zwangsarbeit zu verdonnern. Jetzt brauchen wir nur noch einen Platz f_r die Gefangenen zum Arbeiten. Danach hei;t es einfach nur noch: "Mehr Geld!"
objective_Grant_Workers_Need_A_Place_To_Work_Press					Installiere 3 Hydraulikpressen
objective_Grant_Workers_Need_A_Place_To_Work_Saw					Installiere 3 Tischs^gen
objective_Grant_Workers_Need_A_Place_To_Work_Room					Baue eine Werkstatt

objective_Grant_Workers_Need_A_Place_To_Work2						Subvention: Aufbau der Werkstatt
objective_Grant_Workers_Need_A_Place_To_Work2_description			Nachdem wir nun auf einfache Art und Weise Geld verdienen, ist es nun Zeit das Gesch^ft weiter auszudehnen.
objective_Grant_Workers_Need_A_Place_To_Work2_Press					Installiere 6 Hydraulikpressen
objective_Grant_Workers_Need_A_Place_To_Work2_Saw					Installiere 6 Tischs^gen
objective_Grant_Workers_Need_A_Place_To_Work2_Room					Besitze eine Werkstatt

objective_Grant_Family_First										Subvention: Familie zuerst
objective_Grant_Family_First_description							Es sind Gefangene, sie haben viel getan, aber keiner kann ohne seine Familie. 
objective_Grant_Family_First_Table									Platziere 1en Besuchertisch
objective_Grant_Family_First_Guard									Stelle eine Wache ein, die den Besucherraum _berwacht
objective_Grant_Family_First_Room									Bauche einen Besucherraum.
